question_id,question,comment,date_created,source
24,Ok my dad was dx with stage 4 lung cancer 1 the size of baseball and 6 nodules and it has metastasized to his left femur bone. He has had rod put in femur for support and has had two keytruda treatments and ever since cancer dx and rod surgery he has been anemic his BP has been between 90/46 to 108/48 and very sleepy the last few days hard to stay awake. Today his BP was 88/45 and the home care nurse and his GP said take to ER. Last monday his blood work showed a little anemia but not low enough for shot for anemia and the ER said he was lower than that and his chart said chronic anemia which was never problem till cancer. They are keeping him overnight to give him blood. Has anyone else had this issue is it common or not and what have your doctors done about it. He wants to be strong enough to still live at home and I want to help him do that if I can. Thanks for any feedback and yes the ER did consult the cancer doc and she is the one who said give him blood. HUGS to all going through it and those who are there to care and support them.,I was anemic for quite awhile due to female issues in the beginning. My hemoglobin got as low as 9.1. They said they would do a transfusion if it got much lower or if I felt super fatigued by it but I didn’t. It’s back up to 11.2 (normal 12.5-15.5) now.,2019-08-27 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,https://go2foundation.org/treatments-and-side-effects/side-effect-management/low-red-blood-cell-count/,2018-09-07 0:00:00,cancer.org
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,There are foods to help eith low red blood cells. My mom ate liver to boost her up. We put the information in a booklet to help other cancer patients on www.naturalhope.org Hope it helps Stay Positive,2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,"As long as he is drinking and eating should be alright. If at anytime he becomes difficult to arouse, I would seek immediate help.",2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,"my hubby does the same. As long as he is hydrated and rousable he is ok.,",2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,Anemia and chemo (well and cancer) all tend to make you exhausted independently adding them together and the exhaustion becomes overwhelming at best. At one point my mom was sleeping 22 hours a day! And the two hours she was up was broken into increments. However if it is concerning you I would 100% call the Dr and speak with them. Ask if a blood transfusion or iron infusions would help.,2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,"Watch for changes in cognitive function. If he starts hallucinating or you see his personality significantly change, seek medical assistance.",2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,Typically with cancer they won’t do anything until it is below an 8. My dad fought this for 5 months. He’s had over 20 blood transfusions and 5 iron infusions. Radiation makes it even worse.,2018-09-07 0:00:00,Facebook
25,hubby has anemia from his last chemo. he sleeps A LOT . when do I get concerned?,Has he had a blood transfusion? That'll make him feel better.,2018-09-07 0:00:00,Facebook
26,My dad is still in the hospital and getting radiation while there and is still fighting anemia. He has had 3 blood transfusions. Is there anything else they can do for it?,What's his haemoglobin level?? Blood transfusions are the best thing as they put the red cells straight back into the blood stream. Is he on iron supplements at all?? This is the only other thing really. Is he having chemo as well as the radiation?? Xx,2018-08-16 0:00:00,Facebook
26,My dad is still in the hospital and getting radiation while there and is still fighting anemia. He has had 3 blood transfusions. Is there anything else they can do for it?,"Red blood cells take 3 months to make and release back in to the blood stream so it will take a while for his system to get back into a rhythm. Red meat, brocoli and guiness have a high iron content, so you might be able to find other iron rich foods??! Also, if they don't supply iron supplements, you could ask if you can provide your own for him to take?? Xx",2018-08-16 0:00:00,Facebook
27,"My honey is anemic. What can we do to boost his immune system, help his anemia, and his blood count was low, 8 should be 14, and dehydrated. He spent a night in the hospital receiving fluids and an antibiotic because of his white count being up. If we could get his strength back, he would feel so much better. Any suggestions? His taste buds are off, everything tastes extremely salty, strong, metallic. Any help?","Try eating beets, steak is good also to build protein and I take an iron tablet every day due to my doctors orders since I am anemic also.",2017-10-27 0:00:00,Facebook
27,"My honey is anemic. What can we do to boost his immune system, help his anemia, and his blood count was low, 8 should be 14, and dehydrated. He spent a night in the hospital receiving fluids and an antibiotic because of his white count being up. If we could get his strength back, he would feel so much better. Any suggestions? His taste buds are off, everything tastes extremely salty, strong, metallic. Any help?",Boost High Protein drinks. But I'd consult his doctors first. My husband's Oncologist had a Nutritionist meet with us.,2017-10-27 0:00:00,Facebook
28,Another question. My husbands iron level is way low. He still hasn’t come back from the second chemotherapy. He was suppose to get another treatment yesterday but told the doctor he is done with chemotherapy. Anyone deal with low iron? Has anyone gotten iron infusion? Did it help?,My husband got iron infusions and blood transfusions.,2019-09-05 0:00:00,Facebook
28,Another question. My husbands iron level is way low. He still hasn’t come back from the second chemotherapy. He was suppose to get another treatment yesterday but told the doctor he is done with chemotherapy. Anyone deal with low iron? Has anyone gotten iron infusion? Did it help?,"My iron went low during chemo. At one appt, they have me a blood infusion and then continued on with the regular chemo. The infusion itself did liven me up. If he decides to continue with chemo, it's pretty routine to be infused if necessary. If he's not, then maybe get him a vitamin with iron in it, maybe google iron rich foods to see if there are any he can eat,",2019-09-05 0:00:00,Facebook
28,Another question. My husbands iron level is way low. He still hasn’t come back from the second chemotherapy. He was suppose to get another treatment yesterday but told the doctor he is done with chemotherapy. Anyone deal with low iron? Has anyone gotten iron infusion? Did it help?,"My husband had the iron infusions and Procrit, it worked! Finished his chemo and is on Keytruda now and his RBC's are almost normal!",2019-09-05 0:00:00,Facebook
